index,date,humidity,,,,,,,,,,,,,,
518,3/6/2015,77.4,,,,,,,,,,,,,,
519,4/6/2015,72.1,,,,,,,,,,,,,,
520,5/6/2015,70.2,,,,,,,,,,,,,,
521,6/6/2015,67.3,,,,,,,,,,,,,,
522,7/6/2015,62.8,,,,,,,,,,,,,,
523,8/6/2015,67.9,,,,,,,,,,,,,,
524,9/6/2015,71.9,,,,,,,,,,,,,,
525,10/6/2015,71.4,,,,,,,,,,,,,,
526,11/6/2015,65.7,,,,,,,,,,,,,,
527,12/6/2015,69.8,,,,,,,,,,,,,,
528,13/6/2015,76.2,,,,,,,,,,,,,,
529,14/6/2015,79.7,,,,,,,,,,,,,,
530,15/6/2015,75.8,,,,,,,,,,,,,,
531,16/6/2015,68.5,,,,,,,,,,,,,,
532,17/6/2015,74.7,,,,,,,,,,,,,,
533,18/6/2015,77.7,,,,,,,,,,,,,,
534,19/6/2015,82.4,,,,,,,,,,,,,,
535,20/6/2015,88.7,,,,,,,,,,,,,,
536,21/6/2015,82.3,,,,,,,,,,,,,,
537,22/6/2015,75.3,,,,,,,,,,,,,,
538,23/6/2015,72.7,,,,,,,,,,,,,,
539,24/6/2015,75.8,,,,,,,,,,,,,,
540,25/6/2015,73.5,,,,,,,,,,,,,,
541,26/6/2015,75.9,,,,,,,,,,,,,,
542,27/6/2015,70.8,,,,,,,,,,,,,,
543,28/6/2015,80.4,,,,,,,,,,,,,,
544,29/6/2015,76.9,,,,,,,,,,,,,,
545,30/6/2015,72.9,,,,,,,,,,,,,,
546,1/7/2015,86.3,,,,,,,,,,,,,,
547,2/7/2015,87,,,,,,,,,,,,,,
548,3/7/2015,84.8,,,,,,,,,,,,,,
549,4/7/2015,86.6,,,,,,,,,,,,,,
550,5/7/2015,87.2,,,,,,,,,,,,,,
551,6/7/2015,87,,,,,,,,,,,,,,
552,7/7/2015,86.2,,,,,,,,,,,,,,
553,8/7/2015,73.7,,,,,,,,,,,,,,
554,9/7/2015,75.4,,,,,,,,,,,,,,
555,10/7/2015,85.5,,,,,,,,,,,,,,
556,11/7/2015,89.8,,,,,,,,,,,,,,
557,12/7/2015,82.1,,,,,,,,,,,,,,
558,13/7/2015,77.9,,,,,,,,,,,,,,
559,14/7/2015,80.5,,,,,,,,,,,,,,
560,15/7/2015,75.5,,,,,,,,,,,,,,
561,16/7/2015,75.5,,,,,,,,,,,,,,
562,17/7/2015,63.8,,,,,,,,,,,,,,
563,18/7/2015,64.1,,,,,,,,,,,,,,
564,19/7/2015,82.6,,,,,,,,,,,,,,
565,20/7/2015,89.4,,,,,,,,,,,,,,
566,21/7/2015,81.2,,,,,,,,,,,,,,
567,22/7/2015,84.6,,,,,,,,,,,,,,
568,23/7/2015,87.3,,,,,,,,,,,,,,
569,24/7/2015,86.5,,,,,,,,,,,,,,
570,25/7/2015,83.6,,,,,,,,,,,,,,
571,26/7/2015,78.1,,,,,,,,,,,,,,
572,27/7/2015,69.5,,,,,,,,,,,,,,
573,28/7/2015,71.7,,,,,,,,,,,,,,
574,29/7/2015,70.9,,,,,,,,,,,,,,
575,30/7/2015,72.4,,,,,,,,,,,,,,
576,31/7/2015,71.1,,,,,,,,,,,,,,
577,1/8/2015,66.4,,,,,,,,,,,,,,
578,2/8/2015,70.5,,,,,,,,,,,,,,
579,3/8/2015,67.2,,,,,,,,,,,,,,
580,4/8/2015,77.3,,,,,,,,,,,,,,
581,5/8/2015,69,,,,,,,,,,,,,,
582,6/8/2015,63.9,,,,,,,,,,,,,,
583,7/8/2015,72,,,,,,,,,,,,,,
584,8/8/2015,74,,,,,,,,,,,,,,
585,9/8/2015,80.2,,,,,,,,,,,,,,
586,10/8/2015,83.3,,,,,,,,,,,,,,
587,11/8/2015,79.6,,,,,,,,,,,,,,
588,12/8/2015,80.6,,,,,,,,,,,,,,
589,13/8/2015,81.3,,,,,,,,,,,,,,
590,14/8/2015,69.1,,,,,,,,,,,,,,
591,15/8/2015,69.7,,,,,,,,,,,,,,
592,16/8/2015,68.4,,,,,,,,,,,,,,
593,17/8/2015,72.6,,,,,,,,,,,,,,
594,18/8/2015,74.8,,,,,,,,,,,,,,
595,19/8/2015,73.7,,,,,,,,,,,,,,
596,20/8/2015,70.8,,,,,,,,,,,,,,
597,21/8/2015,69.3,,,,,,,,,,,,,,
598,22/8/2015,69.7,,,,,,,,,,,,,,
599,23/8/2015,75.8,,,,,,,,,,,,,,
600,24/8/2015,71.9,,,,,,,,,,,,,,
601,25/8/2015,71.6,,,,,,,,,,,,,,
602,26/8/2015,79.1,,,,,,,,,,,,,,
603,27/8/2015,85,,,,,,,,,,,,,,
604,28/8/2015,86,,,,,,,,,,,,,,
605,29/8/2015,87.1,,,,,,,,,,,,,,
606,30/8/2015,70.9,,,,,,,,,,,,,,
607,31/8/2015,76.3,,,,,,,,,,,,,,
608,1/9/2015,85,,,,,,,,,,,,,,
609,2/9/2015,83.5,,,,,,,,,,,,,,
610,3/9/2015,76.3,,,,,,,,,,,,,,
611,4/9/2015,76.7,,,,,,,,,,,,,,
612,5/9/2015,75.3,,,,,,,,,,,,,,
613,6/9/2015,78.1,,,,,,,,,,,,,,
614,7/9/2015,77.2,,,,,,,,,,,,,,
615,8/9/2015,77.2,,,,,,,,,,,,,,
616,9/9/2015,82.1,,,,,,,,,,,,,,
617,10/9/2015,69.5,,,,,,,,,,,,,,
618,11/9/2015,64.6,,,,,,,,,,,,,,
619,12/9/2015,68.1,,,,,,,,,,,,,,
620,13/9/2015,71.8,,,,,,,,,,,,,,
621,14/9/2015,74.1,,,,,,,,,,,,,,
622,15/9/2015,83.6,,,,,,,,,,,,,,
623,16/9/2015,71.4,,,,,,,,,,,,,,
624,17/9/2015,61.8,,,,,,,,,,,,,,
625,18/9/2015,62.1,,,,,,,,,,,,,,
626,19/9/2015,66.6,,,,,,,,,,,,,,
627,20/9/2015,68.6,,,,,,,,,,,,,,
628,21/9/2015,79.1,,,,,,,,,,,,,,
629,22/9/2015,83.5,,,,,,,,,,,,,,
630,23/9/2015,90.3,,,,,,,,,,,,,,
631,24/9/2015,82.8,,,,,,,,,,,,,,
632,25/9/2015,78.3,,,,,,,,,,,,,,
633,26/9/2015,83.7,,,,,,,,,,,,,,
634,27/9/2015,79.5,,,,,,,,,,,,,,
635,28/9/2015,78.1,,,,,,,,,,,,,,
636,29/9/2015,81.2,,,,,,,,,,,,,,
637,30/9/2015,83.7,,,,,,,,,,,,,,
638,1/10/2015,75.1,,,,,,,,,,,,,,
639,2/10/2015,78.5,,,,,,,,,,,,,,
640,3/10/2015,79.5,,,,,,,,,,,,,,
641,4/10/2015,74.9,,,,,,,,,,,,,,
642,5/10/2015,84.1,,,,,,,,,,,,,,
643,6/10/2015,86.1,,,,,,,,,,,,,,
644,7/10/2015,87.9,,,,,,,,,,,,,,
645,8/10/2015,82.8,,,,,,,,,,,,,,
646,9/10/2015,80,,,,,,,,,,,,,,
647,10/10/2015,81.3,,,,,,,,,,,,,,
648,11/10/2015,75.5,,,,,,,,,,,,,,
649,12/10/2015,79.5,,,,,,,,,,,,,,
650,13/10/2015,81.5,,,,,,,,,,,,,,
651,14/10/2015,68,,,,,,,,,,,,,,
652,15/10/2015,73,,,,,,,,,,,,,,
653,16/10/2015,71.7,,,,,,,,,,,,,,
654,17/10/2015,81.1,,,,,,,,,,,,,,
655,18/10/2015,80,,,,,,,,,,,,,,
656,19/10/2015,83.2,,,,,,,,,,,,,,
657,20/10/2015,86.4,,,,,,,,,,,,,,
658,21/10/2015,85.6,,,,,,,,,,,,,,
659,22/10/2015,83.8,,,,,,,,,,,,,,
660,23/10/2015,84.7,,,,,,,,,,,,,,
661,24/10/2015,86,,,,,,,,,,,,,,
662,25/10/2015,83.2,,,,,,,,,,,,,,
663,26/10/2015,70.8,,,,,,,,,,,,,,
664,27/10/2015,66.6,,,,,,,,,,,,,,
665,28/10/2015,60.4,,,,,,,,,,,,,,
666,29/10/2015,59.5,,,,,,,,,,,,,,
667,30/10/2015,68.7,,,,,,,,,,,,,,
668,31/10/2015,72,,,,,,,,,,,,,,
669,1/11/2015,65,,,,,,,,,,,,,,
670,2/11/2015,59.8,,,,,,,,,,,,,,
671,3/11/2015,70.4,,,,,,,,,,,,,,
672,4/11/2015,76.6,,,,,,,,,,,,,,
673,5/11/2015,76.3,,,,,,,,,,,,,,
674,6/11/2015,78.7,,,,,,,,,,,,,,
675,7/11/2015,80.4,,,,,,,,,,,,,,
676,8/11/2015,76.9,,,,,,,,,,,,,,
677,9/11/2015,74.1,,,,,,,,,,,,,,
678,10/11/2015,72.8,,,,,,,,,,,,,,
679,11/11/2015,71.7,,,,,,,,,,,,,,
680,12/11/2015,78,,,,,,,,,,,,,,
681,13/11/2015,80.4,,,,,,,,,,,,,,
682,14/11/2015,72.5,,,,,,,,,,,,,,
683,15/11/2015,73,,,,,,,,,,,,,,
684,16/11/2015,66.9,,,,,,,,,,,,,,
685,17/11/2015,74.2,,,,,,,,,,,,,,
686,18/11/2015,72,,,,,,,,,,,,,,
687,19/11/2015,79.9,,,,,,,,,,,,,,
688,20/11/2015,66.5,,,,,,,,,,,,,,
689,21/11/2015,54.1,,,,,,,,,,,,,,
690,22/11/2015,61.5,,,,,,,,,,,,,,
691,23/11/2015,66.4,,,,,,,,,,,,,,
692,24/11/2015,74,,,,,,,,,,,,,,
693,25/11/2015,74.6,,,,,,,,,,,,,,
694,26/11/2015,75.1,,,,,,,,,,,,,,
695,27/11/2015,77.2,,,,,,,,,,,,,,
696,28/11/2015,82.7,,,,,,,,,,,,,,
697,29/11/2015,71.7,,,,,,,,,,,,,,
698,30/11/2015,67.1,,,,,,,,,,,,,,
699,1/12/2015,75.2,,,,,,,,,,,,,,
700,2/12/2015,75.6,,,,,,,,,,,,,,
701,3/12/2015,74.4,,,,,,,,,,,,,,
702,4/12/2015,76.7,,,,,,,,,,,,,,
703,5/12/2015,78,,,,,,,,,,,,,,
704,6/12/2015,75.7,,,,,,,,,,,,,,
705,7/12/2015,72,,,,,,,,,,,,,,
706,8/12/2015,67.4,,,,,,,,,,,,,,
707,9/12/2015,66,,,,,,,,,,,,,,
708,10/12/2015,67.7,,,,,,,,,,,,,,
709,11/12/2015,76.7,,,,,,,,,,,,,,
710,12/12/2015,66.4,,,,,,,,,,,,,,
711,13/12/2015,61.2,,,,,,,,,,,,,,
712,14/12/2015,60.8,,,,,,,,,,,,,,
713,15/12/2015,64,,,,,,,,,,,,,,
714,16/12/2015,67.7,,,,,,,,,,,,,,
715,17/12/2015,72,,,,,,,,,,,,,,
716,18/12/2015,79.9,,,,,,,,,,,,,,
717,19/12/2015,70.8,,,,,,,,,,,,,,
718,20/12/2015,70.6,,,,,,,,,,,,,,
719,21/12/2015,70.9,,,,,,,,,,,,,,
720,22/12/2015,78.6,,,,,,,,,,,,,,
721,23/12/2015,78.5,,,,,,,,,,,,,,
722,24/12/2015,72.1,,,,,,,,,,,,,,
723,25/12/2015,81.1,,,,,,,,,,,,,,
724,26/12/2015,79.1,,,,,,,,,,,,,,
725,27/12/2015,82.2,,,,,,,,,,,,,,
726,28/12/2015,77.4,,,,,,,,,,,,,,
727,29/12/2015,79.8,,,,,,,,,,,,,,
728,30/12/2015,81.2,,,,,,,,,,,,,,
729,31/12/2015,79,,,,,,,,,,,,,,
730,1/1/2016,79.6,,,,,,,,,,,,,,
731,2/1/2016,78.8,,,,,,,,,,,,,,
732,3/1/2016,79.6,,,,,,,,,,,,,,
733,4/1/2016,75.7,,,,,,,,,,,,,,
734,5/1/2016,82.3,,,,,,,,,,,,,,
735,6/1/2016,80,,,,,,,,,,,,,,
736,7/1/2016,82.8,,,,,,,,,,,,,,
737,8/1/2016,80.8,,,,,,,,,,,,,,
738,9/1/2016,84.5,,,,,,,,,,,,,,
739,10/1/2016,83.6,,,,,,,,,,,,,,
740,11/1/2016,79.8,,,,,,,,,,,,,,
741,12/1/2016,81,,,,,,,,,,,,,,
742,13/1/2016,85.9,,,,,,,,,,,,,,
743,14/1/2016,79.7,,,,,,,,,,,,,,
744,15/1/2016,85.3,,,,,,,,,,,,,,
745,16/1/2016,78.7,,,,,,,,,,,,,,
746,17/1/2016,77.1,,,,,,,,,,,,,,
747,18/1/2016,83.8,,,,,,,,,,,,,,
748,19/1/2016,80.3,,,,,,,,,,,,,,
749,20/1/2016,70.4,,,,,,,,,,,,,,
750,21/1/2016,79.2,,,,,,,,,,,,,,
751,22/1/2016,79,,,,,,,,,,,,,,
752,23/1/2016,80.8,,,,,,,,,,,,,,
753,24/1/2016,84.2,,,,,,,,,,,,,,
754,25/1/2016,73.7,,,,,,,,,,,,,,
755,26/1/2016,78,,,,,,,,,,,,,,
756,27/1/2016,70.5,,,,,,,,,,,,,,
757,28/1/2016,78.5,,,,,,,,,,,,,,
758,29/1/2016,78.6,,,,,,,,,,,,,,
759,30/1/2016,78.4,,,,,,,,,,,,,,
760,31/1/2016,77.1,,,,,,,,,,,,,,
761,1/2/2016,81.1,,,,,,,,,,,,,,
762,2/2/2016,87.3,,,,,,,,,,,,,,
763,3/2/2016,72.7,,,,,,,,,,,,,,
764,4/2/2016,77,,,,,,,,,,,,,,
765,5/2/2016,73.3,,,,,,,,,,,,,,
766,6/2/2016,73.7,,,,,,,,,,,,,,
767,7/2/2016,79.3,,,,,,,,,,,,,,
768,8/2/2016,86.2,,,,,,,,,,,,,,
769,9/2/2016,75.9,,,,,,,,,,,,,,
770,10/2/2016,75.3,,,,,,,,,,,,,,
771,11/2/2016,81.2,,,,,,,,,,,,,,
772,12/2/2016,79.2,,,,,,,,,,,,,,
773,13/2/2016,76.2,,,,,,,,,,,,,,
774,14/2/2016,76.1,,,,,,,,,,,,,,
775,15/2/2016,79.6,,,,,,,,,,,,,,
776,16/2/2016,77.3,,,,,,,,,,,,,,
777,17/2/2016,77.3,,,,,,,,,,,,,,
778,18/2/2016,79.8,,,,,,,,,,,,,,
779,19/2/2016,77.7,,,,,,,,,,,,,,
780,20/2/2016,76.2,,,,,,,,,,,,,,
781,21/2/2016,75.3,,,,,,,,,,,,,,
782,22/2/2016,87.4,,,,,,,,,,,,,,
783,23/2/2016,88.9,,,,,,,,,,,,,,
784,24/2/2016,86.3,,,,,,,,,,,,,,
785,25/2/2016,85.4,,,,,,,,,,,,,,
786,26/2/2016,87.7,,,,,,,,,,,,,,
787,27/2/2016,82.3,,,,,,,,,,,,,,
788,28/2/2016,90.6,,,,,,,,,,,,,,
789,29/2/2016,83,,,,,,,,,,,,,,
790,1/3/2016,87.8,,,,,,,,,,,,,,
791,2/3/2016,87,,,,,,,,,,,,,,
792,3/3/2016,86.7,,,,,,,,,,,,,,
793,4/3/2016,86.4,,,,,,,,,,,,,,
794,5/3/2016,87.2,,,,,,,,,,,,,,
795,6/3/2016,90.4,,,,,,,,,,,,,,
796,7/3/2016,89.6,,,,,,,,,,,,,,
797,8/3/2016,77.8,,,,,,,,,,,,,,
798,9/3/2016,69.7,,,,,,,,,,,,,,
799,10/3/2016,79.3,,,,,,,,,,,,,,
800,11/3/2016,72.4,,,,,,,,,,,,,,
801,12/3/2016,81,,,,,,,,,,,,,,
802,13/3/2016,81,,,,,,,,,,,,,,
803,14/3/2016,78.8,,,,,,,,,,,,,,
804,15/3/2016,85,,,,,,,,,,,,,,
805,16/3/2016,81.1,,,,,,,,,,,,,,
806,17/3/2016,81.3,,,,,,,,,,,,,,
807,18/3/2016,80.7,,,,,,,,,,,,,,
808,19/3/2016,71.4,,,,,,,,,,,,,,
809,20/3/2016,80.4,,,,,,,,,,,,,,
810,21/3/2016,77.8,,,,,,,,,,,,,,
811,22/3/2016,78.1,,,,,,,,,,,,,,
812,23/3/2016,80.8,,,,,,,,,,,,,,
813,24/3/2016,82.8,,,,,,,,,,,,,,
814,25/3/2016,79.1,,,,,,,,,,,,,,
815,26/3/2016,88.4,,,,,,,,,,,,,,
816,27/3/2016,85,,,,,,,,,,,,,,
817,28/3/2016,90.2,,,,,,,,,,,,,,
818,29/3/2016,83.9,,,,,,,,,,,,,,
819,30/3/2016,80.9,,,,,,,,,,,,,,
820,31/3/2016,77.4,,,,,,,,,,,,,,
821,1/4/2016,74.8,,,,,,,,,,,,,,
822,2/4/2016,67.5,,,,,,,,,,,,,,
823,3/4/2016,70.3,,,,,,,,,,,,,,
824,4/4/2016,77.1,,,,,,,,,,,,,,
825,5/4/2016,90.8,,,,,,,,,,,,,,
826,6/4/2016,85,,,,,,,,,,,,,,
827,7/4/2016,83,,,,,,,,,,,,,,
828,8/4/2016,84.9,,,,,,,,,,,,,,
829,9/4/2016,81.4,,,,,,,,,,,,,,
830,10/4/2016,79.7,,,,,,,,,,,,,,
831,11/4/2016,82.3,,,,,,,,,,,,,,
832,12/4/2016,83.3,,,,,,,,,,,,,,
833,13/4/2016,85.8,,,,,,,,,,,,,,
834,14/4/2016,82.5,,,,,,,,,,,,,,
835,15/4/2016,81.8,,,,,,,,,,,,,,
836,16/4/2016,82,,,,,,,,,,,,,,
837,17/4/2016,84.8,,,,,,,,,,,,,,
838,18/4/2016,77,,,,,,,,,,,,,,
839,19/4/2016,70.8,,,,,,,,,,,,,,
840,20/4/2016,79.2,,,,,,,,,,,,,,
841,21/4/2016,81.9,,,,,,,,,,,,,,
842,22/4/2016,79.2,,,,,,,,,,,,,,
843,23/4/2016,79.5,,,,,,,,,,,,,,
844,24/4/2016,81.1,,,,,,,,,,,,,,
845,25/4/2016,87.1,,,,,,,,,,,,,,
846,26/4/2016,85.5,,,,,,,,,,,,,,
847,27/4/2016,85.7,,,,,,,,,,,,,,
848,28/4/2016,85.6,,,,,,,,,,,,,,
849,29/4/2016,84.5,,,,,,,,,,,,,,
850,30/4/2016,73.4,,,,,,,,,,,,,,
851,1/5/2016,85.1,,,,,,,,,,,,,,
852,2/5/2016,83.2,,,,,,,,,,,,,,
853,3/5/2016,81.1,,,,,,,,,,,,,,
854,4/5/2016,80.1,,,,,,,,,,,,,,
855,5/5/2016,68.9,,,,,,,,,,,,,,
856,6/5/2016,67.7,,,,,,,,,,,,,,
857,7/5/2016,72.7,,,,,,,,,,,,,,
858,8/5/2016,84.2,,,,,,,,,,,,,,
859,9/5/2016,78.5,,,,,,,,,,,,,,
860,10/5/2016,86.1,,,,,,,,,,,,,,
861,11/5/2016,88.6,,,,,,,,,,,,,,
862,12/5/2016,89.1,,,,,,,,,,,,,,
863,13/5/2016,86.2,,,,,,,,,,,,,,
864,14/5/2016,86.1,,,,,,,,,,,,,,
865,15/5/2016,76.5,,,,,,,,,,,,,,
866,16/5/2016,70.9,,,,,,,,,,,,,,
867,17/5/2016,72.4,,,,,,,,,,,,,,
868,18/5/2016,70.4,,,,,,,,,,,,,,
869,19/5/2016,85.6,,,,,,,,,,,,,,
870,20/5/2016,89.5,,,,,,,,,,,,,,
871,21/5/2016,86.8,,,,,,,,,,,,,,
872,22/5/2016,87.7,,,,,,,,,,,,,,
873,23/5/2016,89.8,,,,,,,,,,,,,,
874,24/5/2016,88.6,,,,,,,,,,,,,,
875,25/5/2016,82,,,,,,,,,,,,,,
876,26/5/2016,85.7,,,,,,,,,,,,,,
877,27/5/2016,82.1,,,,,,,,,,,,,,
878,28/5/2016,76.4,,,,,,,,,,,,,,
879,29/5/2016,77.6,,,,,,,,,,,,,,
880,30/5/2016,67.4,,,,,,,,,,,,,,
881,31/5/2016,68.4,,,,,,,,,,,,,,
882,1/6/2016,76.9,,,,,,,,,,,,,,
883,2/6/2016,78.4,,,,,,,,,,,,,,
884,3/6/2016,75.6,,,,,,,,,,,,,,
885,4/6/2016,72.2,,,,,,,,,,,,,,
886,5/6/2016,65.8,,,,,,,,,,,,,,
887,6/6/2016,64.8,,,,,,,,,,,,,,
888,7/6/2016,63.9,,,,,,,,,,,,,,
889,8/6/2016,71.4,,,,,,,,,,,,,,
890,9/6/2016,67.4,,,,,,,,,,,,,,
891,10/6/2016,71.2,,,,,,,,,,,,,,
892,11/6/2016,68.8,,,,,,,,,,,,,,
893,12/6/2016,77.7,,,,,,,,,,,,,,
894,13/6/2016,79.7,,,,,,,,,,,,,,
895,14/6/2016,75.3,,,,,,,,,,,,,,
896,15/6/2016,71,,,,,,,,,,,,,,
897,16/6/2016,74.7,,,,,,,,,,,,,,
898,17/6/2016,77.7,,,,,,,,,,,,,,
899,18/6/2016,82.9,,,,,,,,,,,,,,
900,19/6/2016,85.7,,,,,,,,,,,,,,
901,20/6/2016,83.8,,,,,,,,,,,,,,
902,21/6/2016,74.8,,,,,,,,,,,,,,
903,22/6/2016,71.7,,,,,,,,,,,,,,
904,23/6/2016,74.8,,,,,,,,,,,,,,
905,24/6/2016,76.5,,,,,,,,,,,,,,
906,25/6/2016,76.4,,,,,,,,,,,,,,
907,26/6/2016,70.8,,,,,,,,,,,,,,
908,27/6/2016,80.4,,,,,,,,,,,,,,
909,28/6/2016,79.9,,,,,,,,,,,,,,
910,29/6/2016,73.4,,,,,,,,,,,,,,
911,30/6/2016,87.3,,,,,,,,,,,,,,
912,1/7/2016,91.5,,,,,,,,,,,,,,
913,2/7/2016,85.8,,,,,,,,,,,,,,
914,3/7/2016,86.1,,,,,,,,,,,,,,
915,4/7/2016,81.7,,,,,,,,,,,,,,
916,5/7/2016,87.5,,,,,,,,,,,,,,
917,6/7/2016,80.7,,,,,,,,,,,,,,
918,7/7/2016,73.7,,,,,,,,,,,,,,
919,8/7/2016,78.4,,,,,,,,,,,,,,
920,9/7/2016,81,,,,,,,,,,,,,,
921,10/7/2016,87.8,,,,,,,,,,,,,,
922,11/7/2016,82.6,,,,,,,,,,,,,,
923,12/7/2016,79.9,,,,,,,,,,,,,,
924,13/7/2016,74.5,,,,,,,,,,,,,,
925,14/7/2016,78,,,,,,,,,,,,,,
926,15/7/2016,79,,,,,,,,,,,,,,
927,16/7/2016,61.3,,,,,,,,,,,,,,
928,17/7/2016,65.1,,,,,,,,,,,,,,
929,18/7/2016,80.1,,,,,,,,,,,,,,
930,19/7/2016,84.9,,,,,,,,,,,,,,
931,20/7/2016,84.2,,,,,,,,,,,,,,
932,21/7/2016,83.6,,,,,,,,,,,,,,
933,22/7/2016,90.8,,,,,,,,,,,,,,
934,23/7/2016,84,,,,,,,,,,,,,,
935,24/7/2016,82.6,,,,,,,,,,,,,,
936,25/7/2016,72.1,,,,,,,,,,,,,,
937,26/7/2016,69,,,,,,,,,,,,,,
938,27/7/2016,68.7,,,,,,,,,,,,,,
939,28/7/2016,65.4,,,,,,,,,,,,,,
940,29/7/2016,73.4,,,,,,,,,,,,,,
941,30/7/2016,75.1,,,,,,,,,,,,,,
942,31/7/2016,64.9,,,,,,,,,,,,,,
943,1/8/2016,70,,,,,,,,,,,,,,
944,2/8/2016,69.7,,,,,,,,,,,,,,
945,3/8/2016,74.3,,,,,,,,,,,,,,
946,4/8/2016,71.5,,,,,,,,,,,,,,
947,5/8/2016,64.4,,,,,,,,,,,,,,
948,6/8/2016,72,,,,,,,,,,,,,,
949,7/8/2016,73.5,,,,,,,,,,,,,,
950,8/8/2016,75.7,,,,,,,,,,,,,,
951,9/8/2016,85.3,,,,,,,,,,,,,,
952,10/8/2016,81.1,,,,,,,,,,,,,,
953,11/8/2016,80.6,,,,,,,,,,,,,,
954,12/8/2016,74.8,,,,,,,,,,,,,,
955,13/8/2016,71.6,,,,,,,,,,,,,,
956,14/8/2016,68.7,,,,,,,,,,,,,,
957,15/8/2016,71.9,,,,,,,,,,,,,,
958,16/8/2016,74.1,,,,,,,,,,,,,,
959,17/8/2016,74.3,,,,,,,,,,,,,,
960,18/8/2016,72.2,,,,,,,,,,,,,,
961,19/8/2016,70.3,,,,,,,,,,,,,,
962,20/8/2016,70.3,,,,,,,,,,,,,,
963,21/8/2016,67.2,,,,,,,,,,,,,,
964,22/8/2016,75.3,,,,,,,,,,,,,,
965,23/8/2016,65.9,,,,,,,,,,,,,,
966,24/8/2016,71.1,,,,,,,,,,,,,,
967,25/8/2016,83.1,,,,,,,,,,,,,,
968,26/8/2016,89,,,,,,,,,,,,,,
969,27/8/2016,82.5,,,,,,,,,,,,,,
970,28/8/2016,84.6,,,,,,,,,,,,,,
971,29/8/2016,74.9,,,,,,,,,,,,,,
972,30/8/2016,76.8,,,,,,,,,,,,,,
973,31/8/2016,85.5,,,,,,,,,,,,,,
974,1/9/2016,79.5,,,,,,,,,,,,,,
975,2/9/2016,78.8,,,,,,,,,,,,,,
976,3/9/2016,83.7,,,,,,,,,,,,,,
977,4/9/2016,78.3,,,,,,,,,,,,,,
978,5/9/2016,77.6,,,,,,,,,,,,,,
979,6/9/2016,81.2,,,,,,,,,,,,,,
980,7/9/2016,76.7,,,,,,,,,,,,,,
981,8/9/2016,81.1,,,,,,,,,,,,,,
982,9/9/2016,72.5,,,,,,,,,,,,,,
983,10/9/2016,67.6,,,,,,,,,,,,,,
984,11/9/2016,62.1,,,,,,,,,,,,,,
985,12/9/2016,73.3,,,,,,,,,,,,,,
986,13/9/2016,73.1,,,,,,,,,,,,,,
987,14/9/2016,86.6,,,,,,,,,,,,,,
988,15/9/2016,69.9,,,,,,,,,,,,,,
989,16/9/2016,63.8,,,,,,,,,,,,,,
990,17/9/2016,63.6,,,,,,,,,,,,,,
991,18/9/2016,67.6,,,,,,,,,,,,,,
992,19/9/2016,75.6,,,,,,,,,,,,,,
993,20/9/2016,80.1,,,,,,,,,,,,,,
994,21/9/2016,86,,,,,,,,,,,,,,
995,22/9/2016,87.3,,,,,,,,,,,,,,
996,23/9/2016,83.8,,,,,,,,,,,,,,
997,24/9/2016,77.8,,,,,,,,,,,,,,
998,25/9/2016,76.7,,,,,,,,,,,,,,
999,26/9/2016,84,,,,,,,,,,,,,,
1000,27/9/2016,80.6,,,,,,,,,,,,,,
1001,28/9/2016,79.7,,,,,,,,,,,,,,
1002,29/9/2016,80.2,,,,,,,,,,,,,,
1003,30/9/2016,75.6,,,,,,,,,,,,,,
1004,1/10/2016,75,,,,,,,,,,,,,,
1005,2/10/2016,76,,,,,,,,,,,,,,
1006,3/10/2016,71.9,,,,,,,,,,,,,,
1007,4/10/2016,85.1,,,,,,,,,,,,,,
1008,5/10/2016,90.6,,,,,,,,,,,,,,
1009,6/10/2016,84.9,,,,,,,,,,,,,,
1010,7/10/2016,83.3,,,,,,,,,,,,,,
1011,8/10/2016,81,,,,,,,,,,,,,,
1012,9/10/2016,76.8,,,,,,,,,,,,,,
1013,10/10/2016,77.5,,,,,,,,,,,,,,
1014,11/10/2016,80,,,,,,,,,,,,,,
1015,12/10/2016,75.5,,,,,,,,,,,,,,
1016,13/10/2016,69,,,,,,,,,,,,,,
1017,14/10/2016,72.5,,,,,,,,,,,,,,
1018,15/10/2016,72.2,,,,,,,,,,,,,,
1019,16/10/2016,81.1,,,,,,,,,,,,,,
1020,17/10/2016,84.5,,,,,,,,,,,,,,
1021,18/10/2016,83.7,,,,,,,,,,,,,,
1022,19/10/2016,88.4,,,,,,,,,,,,,,
1023,20/10/2016,84.1,,,,,,,,,,,,,,
1024,21/10/2016,82.3,,,,,,,,,,,,,,
1025,22/10/2016,83.7,,,,,,,,,,,,,,
1026,23/10/2016,89.5,,,,,,,,,,,,,,
1027,24/10/2016,82.7,,,,,,,,,,,,,,
1028,25/10/2016,72.3,,,,,,,,,,,,,,
1029,26/10/2016,69.1,,,,,,,,,,,,,,
1030,27/10/2016,62.4,,,,,,,,,,,,,,
1031,28/10/2016,59.5,,,,,,,,,,,,,,
1032,29/10/2016,62.2,,,,,,,,,,,,,,
1033,30/10/2016,72.5,,,,,,,,,,,,,,
1034,31/10/2016,64.5,,,,,,,,,,,,,,
1035,1/11/2016,64.8,,,,,,,,,,,,,,
1036,2/11/2016,70.9,,,,,,,,,,,,,,
1037,3/11/2016,77.1,,,,,,,,,,,,,,
